Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,Region,Product_Category,Product_Name,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit,Payment_Mode,Rating,Sales_Calculated,Sales_Mismatch,Profit_Mismatch,Sales_Outlier,Profit_Outlier,Order_Year,Order_Month,Order_Month_Name,Order_Weekday,Profit_Margin_%
ORD1916,2024-01-10,C0916,Ravi Reddy,Male,52,Salem,South,Dairy,Milk 1L,3,667,20,1600.8,965.88,634.92,Cash,3,1600.8,False,False,False,False,2024,1,Jan,Wednesday,39.66
ORD1274,2024-01-13,C0274,Arun Yadav,Female,38,Pune,West,Dairy,Cheese,10,97,20,776.0,638.01,137.99,UPI,4,776.0,False,False,False,False,2024,1,Jan,Saturday,17.78
ORD1221,2024-01-13,C0221,Anitha Kannan,Male,51,Kochi,South,Household,Cleaner,1,31,20,24.8,18.3,6.5,Cash,3,24.8,False,False,False,False,2024,1,Jan,Saturday,26.21
ORD1706,2024-01-17,C0706,Pooja Mohan,Male,19,Coimbatore,South,Fruits,Apple 1Kg,3,39,5,111.15,69.8,41.35,UPI,4,111.15,False,False,False,False,2024,1,Jan,Wednesday,37.2
ORD1206,2024-01-17,C0206,Dinesh Reddy,Male,31,Madurai,South,Dairy,Yogurt Pack,1,701,15,595.85,449.11,146.74,UPI,1,595.85,False,False,False,False,2024,1,Jan,Wednesday,24.63
ORD1927,2024-01-18,C0927,Aarthi Gupta,Female,53,Madurai,South,Dairy,Yogurt Pack,4,395,0,1580.0,1028.3,551.7,Card,2,1580.0,False,False,False,False,2024,1,Jan,Thursday,34.92
ORD1496,2024-01-20,C0496,Kavya Sharma,Female,59,Pune,West,Beverages,Soft Drink,5,703,10,3163.5,2581.64,581.86,Card,2,3163.5,False,False,False,False,2024,1,Jan,Saturday,18.39
ORD1756,2024-01-21,C0756,Nisha Reddy,Female,61,Bangalore,West,Beverages,Soft Drink,4,480,0,1920.0,1258.33,661.67,Cash,3,1920.0,False,False,False,False,2024,1,Jan,Sunday,34.46
ORD1075,2024-01-22,C0075,Suresh Gupta,Female,54,Madurai,South,Fruits,Apple 1Kg,4,715,20,2288.0,1708.63,579.37,UPI,2,2288.0,False,False,False,False,2024,1,Jan,Monday,25.32
ORD1913,2024-01-22,C0913,Nisha Patel,Female,28,Trichy,South,Snacks,Biscuits Pack,10,527,5,5006.5,3814.41,1192.09,UPI,4,5006.5,False,False,False,False,2024,1,Jan,Monday,23.81
ORD1777,2024-01-23,C0777,Keerthana Kannan,Male,34,Coimbatore,South,Fruits,Orange 1Kg,6,592,5,3374.4,2175.26,1199.14,UPI,1,3374.4,False,False,False,False,2024,1,Jan,Tuesday,35.54
ORD1459,2024-01-23,C0459,Deepa Joseph,Male,24,Bangalore,West,Household,Detergent,1,180,0,180.0,151.64,28.36,Card,3,180.0,False,False,False,False,2024,1,Jan,Tuesday,15.76
ORD1951,2024-01-24,C0951,Suresh Paul,Female,35,Bangalore,West,Personal Care,Shampoo,7,509,5,3384.85,2076.67,1308.18,Card,2,3384.85,False,False,False,False,2024,1,Jan,Wednesday,38.65
ORD1338,2024-01-27,C0338,Keerthana Singh,Female,36,Delhi,North,Dairy,Milk 1L,7,701,10,4416.3,3401.39,1014.91,Card,4,4416.3,False,False,False,False,2024,1,Jan,Saturday,22.98
ORD1051,2024-01-28,C0051,Nisha Raj,Male,59,Mumbai,West,Snacks,Namkeen,1,428,20,342.4,253.75,88.65,Card,2,342.4,False,False,False,False,2024,1,Jan,Sunday,25.89
ORD1036,2024-01-29,C0036,Karthik Singh,Male,34,Bangalore,West,Beverages,Juice Pack,9,434,20,3124.8,2133.57,991.23,UPI,5,3124.8,False,False,False,False,2024,1,Jan,Monday,31.72
ORD1430,2024-01-29,C0430,Harini Singh,Female,25,Bangalore,West,Household,Detergent,8,722,15,4909.6,4046.15,863.45,Card,1,4909.6,False,False,False,False,2024,1,Jan,Monday,17.59
ORD1537,2024-01-30,C0537,Manoj Yadav,Female,61,Delhi,North,Beverages,Juice Pack,6,578,15,2947.8,1806.06,1141.74,UPI,1,2947.8,False,False,False,False,2024,1,Jan,Tuesday,38.73
ORD1792,2024-01-31,C0792,Vijay Sharma,Female,26,Hyderabad,East,Personal Care,Toothpaste,4,474,15,1611.6,1310.61,300.99,Cash,2,1611.6,False,False,False,False,2024,1,Jan,Wednesday,18.68
ORD1017,2024-02-02,C0017,Rohit Joseph,Female,22,Trichy,South,Dairy,Yogurt Pack,1,97,0,97.0,63.75,33.25,Cash,2,97.0,False,False,False,False,2024,2,Feb,Friday,34.28
ORD1518,2024-02-03,C0518,Priya Singh,Female,39,Coimbatore,South,Dairy,Milk 1L,3,81,10,218.7,133.23,85.47,UPI,1,218.7,False,False,False,False,2024,2,Feb,Saturday,39.08
ORD1283,2024-02-06,C0283,Sneha Joseph,Female,32,Bangalore,West,Grocery,Cooking Oil 1L,7,178,5,1183.7,985.77,197.93,Card,2,1183.7,False,False,False,False,2024,2,Feb,Tuesday,16.72
ORD1304,2024-02-08,C0304,Ajay Sharma,Male,21,Trichy,South,Snacks,Namkeen,8,580,10,4176.0,2688.88,1487.12,UPI,5,4176.0,False,False,False,False,2024,2,Feb,Thursday,35.61
ORD1829,2024-02-09,C0829,Vijay Verma,Male,42,Kochi,South,Vegetables,Potato 2Kg,5,681,20,2724.0,1682.91,1041.09,Cash,2,2724.0,False,False,False,False,2024,2,Feb,Friday,38.22
ORD1895,2024-02-09,C0895,Hari Kumar,Female,30,Delhi,North,Snacks,Biscuits Pack,3,259,0,777.0,491.9,285.1,UPI,4,777.0,False,False,False,False,2024,2,Feb,Friday,36.69
ORD1356,2024-02-10,C0356,Hari Verma,Female,41,Salem,South,Household,Mop Set,8,76,0,608.0,488.4,119.6,Cash,3,608.0,False,False,False,False,2024,2,Feb,Saturday,19.67
ORD1801,2024-02-10,C0801,Harini Rao,Male,36,Bangalore,West,Dairy,Yogurt Pack,10,527,15,4479.5,3205.86,1273.64,Cash,4,4479.5,False,False,False,False,2024,2,Feb,Saturday,28.43
ORD1839,2024-02-12,C0839,Arun Paul,Male,31,Salem,South,Grocery,Rice 5Kg,1,706,20,564.8,450.32,114.48,Cash,1,564.8,False,False,False,False,2024,2,Feb,Monday,20.27
ORD1718,2024-02-12,C0718,Meena Babu,Male,28,Madurai,South,Household,Detergent,10,649,0,6490.0,5230.31,1259.69,Cash,1,6490.0,False,False,True,False,2024,2,Feb,Monday,19.41
ORD1154,2024-02-13,C0154,Anitha Joseph,Female,57,Delhi,North,Fruits,Banana Dozen,7,195,15,1160.25,798.12,362.13,Card,3,1160.25,False,False,False,False,2024,2,Feb,Tuesday,31.21
ORD1225,2024-02-13,C0225,Dinesh Reddy,Male,31,Pune,West,Household,Mop Set,6,604,0,3624.0,2985.08,638.92,Cash,5,3624.0,False,False,False,False,2024,2,Feb,Tuesday,17.63
ORD1882,2024-02-13,C0882,Hari Rao,Female,28,Mumbai,West,Personal Care,Toothpaste,6,275,20,1320.0,1017.75,302.25,Cash,5,1320.0,False,False,False,False,2024,2,Feb,Tuesday,22.9
ORD1990,2024-02-14,C0990,Anitha Nair,Male,21,Bangalore,West,Dairy,Yogurt Pack,9,30,0,270.0,179.53,90.47,Card,1,270.0,False,False,False,False,2024,2,Feb,Wednesday,33.51
ORD1686,2024-02-15,C0686,Sanjay Singh,Male,49,Mumbai,West,Vegetables,Onion 1Kg,7,170,10,1071.0,673.88,397.12,Card,3,1071.0,False,False,False,False,2024,2,Feb,Thursday,37.08
ORD1702,2024-02-16,C0702,Shalini Gupta,Male,44,Madurai,South,Beverages,Coffee Powder,8,208,5,1580.8,1281.6,299.2,Cash,3,1580.8,False,False,False,False,2024,2,Feb,Friday,18.93
ORD1151,2024-02-18,C0151,Aakash Rao,Female,35,Kochi,South,Personal Care,Toothpaste,5,62,5,294.5,197.76,96.74,UPI,3,294.5,False,False,False,False,2024,2,Feb,Sunday,32.85
ORD1715,2024-02-18,C0715,Lakshmi Patel,Male,40,Hyderabad,East,Household,Detergent,8,335,5,2546.0,1660.9,885.1,Card,3,2546.0,False,False,False,False,2024,2,Feb,Sunday,34.76
ORD1113,2024-02-22,C0113,Hari Krishnan,Female,56,Madurai,South,Vegetables,Onion 1Kg,7,387,15,2302.65,1881.32,421.33,Card,3,2302.65,False,False,False,False,2024,2,Feb,Thursday,18.3
ORD1908,2024-02-22,C0908,Karthik Yadav,Male,31,Pune,West,Fruits,Apple 1Kg,3,309,5,880.65,587.93,292.72,Cash,1,880.65,False,False,False,False,2024,2,Feb,Thursday,33.24
ORD1883,2024-02-22,C0883,Rohit Singh,Female,49,Madurai,South,Dairy,Milk 1L,6,161,20,772.8,531.94,240.86,Card,2,772.8,False,False,False,False,2024,2,Feb,Thursday,31.17
ORD1376,2024-02-24,C0376,Vijay Kannan,Male,30,Chennai,South,Fruits,Banana Dozen,9,134,0,1206.0,838.43,367.57,Card,2,1206.0,False,False,False,False,2024,2,Feb,Saturday,30.48
ORD1646,2024-02-24,C0646,Prakash Nair,Male,49,Kochi,South,Beverages,Juice Pack,8,261,5,1983.6,1204.9,778.7,Cash,1,1983.6,False,False,False,False,2024,2,Feb,Saturday,39.26
ORD1999,2024-02-24,C0999,Nisha Das,Female,35,Coimbatore,South,Personal Care,Shampoo,7,539,15,3207.05,2331.47,875.58,Card,1,3207.05,False,False,False,False,2024,2,Feb,Saturday,27.3
ORD1273,2024-02-25,C0273,Priya Joseph,Male,49,Delhi,North,Dairy,Yogurt Pack,9,218,15,1667.7,1123.84,543.86,Card,1,1667.7,False,False,False,False,2024,2,Feb,Sunday,32.61
ORD1019,2024-02-25,C0019,Vijay Iyer,Male,21,Madurai,South,Dairy,Milk 1L,7,387,15,2302.65,1618.25,684.4,Card,3,2302.65,False,False,False,False,2024,2,Feb,Sunday,29.72
ORD1492,2024-02-25,C0492,Karthik Menon,Male,57,Trichy,South,Grocery,Wheat Flour 10Kg,6,184,0,1104.0,693.41,410.59,UPI,3,1104.0,False,False,False,False,2024,2,Feb,Sunday,37.19
ORD1281,2024-02-26,C0281,Pooja Das,Female,54,Delhi,North,Beverages,Juice Pack,2,533,15,906.1,659.36,246.74,UPI,3,906.1,False,False,False,False,2024,2,Feb,Monday,27.23
ORD1200,2024-02-26,C0200,Anitha Kannan,Female,26,Delhi,North,Beverages,Tea Powder,8,118,20,755.2,537.23,217.97,Cash,4,755.2,False,False,False,False,2024,2,Feb,Monday,28.86
ORD1224,2024-02-27,C0224,Divya Sharma,Male,62,Madurai,South,Beverages,Coffee Powder,7,413,15,2457.35,1813.96,643.39,UPI,1,2457.35,False,False,False,False,2024,2,Feb,Tuesday,26.18
ORD1668,2024-02-27,C0668,Anitha Sharma,Female,52,Salem,South,Snacks,Biscuits Pack,8,443,10,3189.6,2601.84,587.76,Card,1,3189.6,False,False,False,False,2024,2,Feb,Tuesday,18.43
ORD1211,2024-02-29,C0211,Kavya Paul,Female,44,Trichy,South,Household,Detergent,5,749,5,3557.75,2851.34,706.41,Cash,5,3557.75,False,False,False,False,2024,2,Feb,Thursday,19.86
ORD1219,2024-03-01,C0219,Ajay Reddy,Male,22,Mumbai,West,Snacks,Biscuits Pack,8,213,20,1363.2,1155.42,207.78,Cash,1,1363.2,False,False,False,False,2024,3,Mar,Friday,15.24
ORD1202,2024-03-02,C0202,Rohit Das,Male,48,Hyderabad,East,Beverages,Coffee Powder,6,742,0,4452.0,3273.51,1178.49,UPI,3,4452.0,False,False,False,False,2024,3,Mar,Saturday,26.47
ORD1818,2024-03-02,C0818,Lakshmi Raj,Male,41,Trichy,South,Beverages,Juice Pack,7,800,5,5320.0,4016.29,1303.71,Card,3,5320.0,False,False,False,False,2024,3,Mar,Saturday,24.51
ORD1288,2024-03-02,C0288,Sneha Babu,Male,63,Trichy,South,Fruits,Apple 1Kg,9,268,15,2050.2,1482.31,567.89,Card,1,2050.2,False,False,False,False,2024,3,Mar,Saturday,27.7
ORD1572,2024-03-02,C0572,Priya Iyer,Female,34,Madurai,South,Fruits,Apple 1Kg,5,88,15,374.0,260.73,113.27,UPI,4,374.0,False,False,False,False,2024,3,Mar,Saturday,30.29
ORD1765,2024-03-03,C0765,Harini Reddy,Male,42,Madurai,South,Beverages,Soft Drink,8,617,0,4936.0,3067.15,1868.85,Card,1,4936.0,False,False,False,True,2024,3,Mar,Sunday,37.86
ORD1234,2024-03-05,C0234,Rahul Singh,Male,45,Coimbatore,South,Personal Care,Shampoo,5,333,10,1498.5,1083.84,414.66,Card,4,1498.5,False,False,False,False,2024,3,Mar,Tuesday,27.67
ORD1766,2024-03-08,C0766,Vijay Rao,Male,61,Kochi,South,Snacks,Biscuits Pack,1,333,20,266.4,201.54,64.86,UPI,5,266.4,False,False,False,False,2024,3,Mar,Friday,24.35
ORD1507,2024-03-08,C0507,Priya Paul,Male,46,Salem,South,Personal Care,Shampoo,7,252,5,1675.8,1322.95,352.85,Cash,4,1675.8,False,False,False,False,2024,3,Mar,Friday,21.06
ORD1323,2024-03-09,C0323,Lakshmi Singh,Male,42,Pune,West,Personal Care,Shampoo,3,634,10,1711.8,1163.92,547.88,Cash,4,1711.8,False,False,False,False,2024,3,Mar,Saturday,32.01
ORD1525,2024-03-10,C0525,Swathi Patel,Female,37,Pune,West,Dairy,Milk 1L,4,731,10,2631.6,1746.34,885.26,Cash,5,2631.6,False,False,False,False,2024,3,Mar,Sunday,33.64
ORD1275,2024-03-10,C0275,Shalini Rao,Male,34,Mumbai,West,Personal Care,Soap Pack,3,507,0,1521.0,918.95,602.05,UPI,1,1521.0,False,False,False,False,2024,3,Mar,Sunday,39.58
ORD1520,2024-03-10,C0520,Rohit Kannan,Female,53,Madurai,South,Vegetables,Tomato 1Kg,5,355,10,1597.5,1316.95,280.55,UPI,3,1597.5,False,False,False,False,2024,3,Mar,Sunday,17.56
ORD1797,2024-03-12,C0797,Suresh Das,Female,21,Salem,South,Beverages,Soft Drink,4,263,10,946.8,724.2,222.6,Card,5,946.8,False,False,False,False,2024,3,Mar,Tuesday,23.51
ORD1602,2024-03-13,C0602,Manoj Kumar,Female,62,Pune,West,Snacks,Chips Pack,8,745,0,5960.0,4857.97,1102.03,Card,5,5960.0,False,False,False,False,2024,3,Mar,Wednesday,18.49
ORD1168,2024-03-15,C0168,Priya Mohan,Male,28,Salem,South,Fruits,Orange 1Kg,8,275,15,1870.0,1261.05,608.95,Card,4,1870.0,False,False,False,False,2024,3,Mar,Friday,32.56
ORD1240,2024-03-16,C0240,Harini Nair,Female,56,Pune,West,Dairy,Cheese,3,757,15,1930.35,1539.01,391.34,Card,5,1930.35,False,False,False,False,2024,3,Mar,Saturday,20.27
ORD1159,2024-03-16,C0159,Arun Babu,Female,29,Salem,South,Dairy,Yogurt Pack,8,229,0,1832.0,1161.36,670.64,Cash,4,1832.0,False,False,False,False,2024,3,Mar,Saturday,36.61
ORD1355,2024-03-17,C0355,Harini Menon,Male,34,Delhi,North,Beverages,Coffee Powder,8,177,0,1416.0,1125.55,290.45,Cash,2,1416.0,False,False,False,False,2024,3,Mar,Sunday,20.51
ORD1691,2024-03-19,C0691,Aakash Patel,Male,49,Chennai,South,Dairy,Yogurt Pack,9,609,5,5206.95,3666.24,1540.71,Cash,1,5206.95,False,False,False,False,2024,3,Mar,Tuesday,29.59
ORD1129,2024-03-19,C0129,Rahul Rao,Male,57,Kochi,South,Fruits,Banana Dozen,1,83,10,74.7,60.35,14.35,Cash,5,74.7,False,False,False,False,2024,3,Mar,Tuesday,19.21
ORD1186,2024-03-21,C0186,Nisha Gupta,Female,46,Bangalore,West,Personal Care,Soap Pack,3,322,0,966.0,649.06,316.94,Cash,3,966.0,False,False,False,False,2024,3,Mar,Thursday,32.81
ORD1930,2024-03-21,C0930,Karthik Das,Male,22,Delhi,North,Beverages,Soft Drink,3,55,5,156.75,108.36,48.39,UPI,5,156.75,False,False,False,False,2024,3,Mar,Thursday,30.87
ORD1823,2024-03-21,C0823,Harini Joseph,Female,64,Coimbatore,South,Snacks,Biscuits Pack,10,587,5,5576.5,3675.35,1901.15,Card,3,5576.5,False,False,False,True,2024,3,Mar,Thursday,34.09
ORD1005,2024-03-22,C0005,Sneha Rao,Male,24,Trichy,South,Vegetables,Onion 1Kg,2,71,5,134.9,107.01,27.89,Card,3,134.9,False,False,False,False,2024,3,Mar,Friday,20.67
ORD1074,2024-03-23,C0074,Ravi Kannan,Male,45,Hyderabad,East,Fruits,Orange 1Kg,5,537,20,2148.0,1553.97,594.03,Cash,3,2148.0,False,False,False,False,2024,3,Mar,Saturday,27.66
ORD1024,2024-03-23,C0024,Ravi Gupta,Male,22,Mumbai,West,Grocery,Cooking Oil 1L,9,186,0,1674.0,1406.49,267.51,Cash,1,1674.0,False,False,False,False,2024,3,Mar,Saturday,15.98
ORD1781,2024-03-24,C0781,Suresh Singh,Female,60,Coimbatore,South,Grocery,Sugar 5Kg,9,623,15,4765.95,3108.87,1657.08,Cash,1,4765.95,False,False,False,False,2024,3,Mar,Sunday,34.77
ORD1198,2024-03-24,C0198,Dinesh Singh,Female,51,Pune,West,Household,Cleaner,4,278,20,889.6,727.95,161.65,Cash,3,889.6,False,False,False,False,2024,3,Mar,Sunday,18.17
ORD1731,2024-03-24,C0731,Divya Patel,Male,21,Kochi,South,Dairy,Cheese,2,175,15,297.5,240.12,57.38,Card,2,297.5,False,False,False,False,2024,3,Mar,Sunday,19.29
ORD1787,2024-03-25,C0787,Harini Babu,Female,50,Trichy,South,Snacks,Chips Pack,5,685,0,3425.0,2362.47,1062.53,Cash,5,3425.0,False,False,False,False,2024,3,Mar,Monday,31.02
ORD1487,2024-03-25,C0487,Prakash Mohan,Female,54,Hyderabad,East,Beverages,Tea Powder,5,428,5,2033.0,1286.99,746.01,Cash,1,2033.0,False,False,False,False,2024,3,Mar,Monday,36.7
ORD1748,2024-03-26,C0748,Lakshmi Krishnan,Male,27,Mumbai,West,Beverages,Tea Powder,3,336,20,806.4,565.84,240.56,Card,5,806.4,False,False,False,False,2024,3,Mar,Tuesday,29.83
ORD1417,2024-03-26,C0417,Arun Joseph,Female,56,Coimbatore,South,Beverages,Soft Drink,5,513,5,2436.75,2016.46,420.29,Cash,4,2436.75,False,False,False,False,2024,3,Mar,Tuesday,17.25
ORD1233,2024-03-27,C0233,Dinesh Krishnan,Male,54,Hyderabad,East,Beverages,Juice Pack,1,323,15,274.55,191.35,83.2,Cash,2,274.55,False,False,False,False,2024,3,Mar,Wednesday,30.3
ORD1289,2024-03-27,C0289,Sneha Nair,Male,50,Mumbai,West,Grocery,Wheat Flour 10Kg,7,742,10,4674.6,3340.54,1334.06,UPI,4,4674.6,False,False,False,False,2024,3,Mar,Wednesday,28.54
ORD1014,2024-03-28,C0014,Prakash Menon,Female,22,Trichy,South,Vegetables,Potato 2Kg,1,271,20,216.8,181.4,35.4,Cash,2,216.8,False,False,False,False,2024,3,Mar,Thursday,16.33
ORD1244,2024-03-28,C0244,Pooja Mohan,Male,64,Chennai,South,Snacks,Chips Pack,8,132,10,950.4,669.08,281.32,UPI,3,950.4,False,False,False,False,2024,3,Mar,Thursday,29.6
ORD1059,2024-03-29,C0059,Vijay Gupta,Female,46,Delhi,North,Household,Mop Set,5,355,5,1686.25,1361.96,324.29,UPI,4,1686.25,False,False,False,False,2024,3,Mar,Friday,19.23
ORD1299,2024-03-30,C0299,Suresh Verma,Female,42,Salem,South,Dairy,Yogurt Pack,8,446,20,2854.4,2054.48,799.92,UPI,4,2854.4,False,False,False,False,2024,3,Mar,Saturday,28.02
ORD1345,2024-03-31,C0345,Vijay Singh,Male,57,Trichy,South,Household,Mop Set,3,615,5,1752.75,1266.18,486.57,Card,4,1752.75,False,False,False,False,2024,3,Mar,Sunday,27.76
ORD1512,2024-04-02,C0512,Anitha Singh,Female,38,Coimbatore,South,Household,Detergent,8,629,5,4780.4,3922.97,857.43,Cash,2,4780.4,False,False,False,False,2024,4,Apr,Tuesday,17.94
ORD1402,2024-04-02,C0402,Meena Kumar,Female,41,Delhi,North,Personal Care,Shampoo,5,162,15,688.5,499.36,189.14,Cash,1,688.5,False,False,False,False,2024,4,Apr,Tuesday,27.47
ORD1743,2024-04-03,C0743,Rohit Krishnan,Male,24,Hyderabad,East,Personal Care,Shampoo,1,565,10,508.5,353.66,154.84,Cash,2,508.5,False,False,False,False,2024,4,Apr,Wednesday,30.45
ORD1617,2024-04-04,C0617,Priya Mohan,Female,21,Chennai,South,Beverages,Juice Pack,7,657,5,4369.05,3108.55,1260.5,Cash,2,4369.05,False,False,False,False,2024,4,Apr,Thursday,28.85
ORD1832,2024-04-04,C0832,Deepa Patel,Female,43,Trichy,South,Snacks,Chips Pack,10,617,5,5861.5,3534.98,2326.52,Cash,5,5861.5,False,False,False,True,2024,4,Apr,Thursday,39.69
ORD1539,2024-04-05,C0539,Prakash Sharma,Female,24,Pune,West,Vegetables,Tomato 1Kg,9,105,15,803.25,595.97,207.28,Card,3,803.25,False,False,False,False,2024,4,Apr,Friday,25.81
ORD1021,2024-04-05,C0021,Divya Sharma,Male,28,Madurai,South,Household,Cleaner,1,692,20,553.6,447.87,105.73,Card,4,553.6,False,False,False,False,2024,4,Apr,Friday,19.1
ORD1862,2024-04-06,C0862,Sneha Joseph,Male,42,Delhi,North,Dairy,Milk 1L,10,611,15,5193.5,3471.5,1722.0,Card,4,5193.5,False,False,False,False,2024,4,Apr,Saturday,33.16
ORD1589,2024-04-07,C0589,Prakash Patel,Female,52,Mumbai,West,Personal Care,Shampoo,4,221,0,884.0,748.44,135.56,Cash,2,884.0,False,False,False,False,2024,4,Apr,Sunday,15.33
ORD1683,2024-04-07,C0683,Shalini Paul,Male,21,Hyderabad,East,Dairy,Yogurt Pack,7,778,20,4356.8,2893.16,1463.64,Card,2,4356.8,False,False,False,False,2024,4,Apr,Sunday,33.59
ORD1647,2024-04-08,C0647,Rohit Das,Male,60,Delhi,North,Snacks,Chips Pack,6,181,10,977.4,738.42,238.98,Cash,4,977.4,False,False,False,False,2024,4,Apr,Monday,24.45
ORD1387,2024-04-08,C0387,Nisha Sharma,Male,52,Salem,South,Household,Detergent,4,353,20,1129.6,701.01,428.59,Cash,1,1129.6,False,False,False,False,2024,4,Apr,Monday,37.94
ORD1245,2024-04-09,C0245,Aarthi Joseph,Female,64,Kochi,South,Fruits,Banana Dozen,4,558,15,1897.2,1303.52,593.68,Cash,4,1897.2,False,False,False,False,2024,4,Apr,Tuesday,31.29
ORD1340,2024-04-09,C0340,Karthik Das,Female,26,Salem,South,Vegetables,Onion 1Kg,3,698,20,1675.2,1080.98,594.22,Cash,3,1675.2,False,False,False,False,2024,4,Apr,Tuesday,35.47
ORD1317,2024-04-09,C0317,Aakash Kumar,Male,31,Madurai,South,Grocery,Cooking Oil 1L,5,702,20,2808.0,2021.99,786.01,UPI,3,2808.0,False,False,False,False,2024,4,Apr,Tuesday,27.99
ORD1566,2024-04-10,C0566,Manoj Mohan,Female,59,Pune,West,Personal Care,Toothpaste,5,368,10,1656.0,1104.17,551.83,Cash,4,1656.0,False,False,False,False,2024,4,Apr,Wednesday,33.32
ORD1593,2024-04-10,C0593,Swathi Verma,Male,65,Pune,West,Personal Care,Shampoo,6,260,0,1560.0,1063.19,496.81,Card,2,1560.0,False,False,False,False,2024,4,Apr,Wednesday,31.85
ORD1673,2024-04-12,C0673,Prakash Das,Male,62,Hyderabad,East,Household,Mop Set,6,759,15,3870.9,3171.0,699.9,Card,5,3870.9,False,False,False,False,2024,4,Apr,Friday,18.08
ORD1312,2024-04-13,C0312,Prakash Joseph,Female,54,Hyderabad,East,Personal Care,Shampoo,8,412,10,2966.4,2184.77,781.63,Cash,2,2966.4,False,False,False,False,2024,4,Apr,Saturday,26.35
ORD1918,2024-04-15,C0918,Anitha Verma,Female,24,Pune,West,Grocery,Sugar 5Kg,9,151,0,1359.0,1095.67,263.33,Cash,4,1359.0,False,False,False,False,2024,4,Apr,Monday,19.38
ORD1347,2024-04-15,C0347,Rohit Iyer,Female,50,Pune,West,Grocery,Rice 5Kg,4,256,10,921.6,624.87,296.73,Cash,3,921.6,False,False,False,False,2024,4,Apr,Monday,32.2
ORD1153,2024-04-15,C0153,Karthik Singh,Male,38,Hyderabad,East,Personal Care,Shampoo,10,209,20,1672.0,1125.99,546.01,Cash,3,1672.0,False,False,False,False,2024,4,Apr,Monday,32.66
ORD1232,2024-04-15,C0232,Dinesh Raj,Male,23,Hyderabad,East,Beverages,Tea Powder,8,595,20,3808.0,2772.64,1035.36,Card,5,3808.0,False,False,False,False,2024,4,Apr,Monday,27.19
ORD1922,2024-04-16,C0922,Aakash Paul,Female,49,Pune,West,Snacks,Namkeen,5,664,10,2988.0,2053.04,934.96,Cash,3,2988.0,False,False,False,False,2024,4,Apr,Tuesday,31.29
ORD1313,2024-04-17,C0313,Dinesh Menon,Male,39,Madurai,South,Snacks,Chips Pack,1,326,0,326.0,221.58,104.42,UPI,4,326.0,False,False,False,False,2024,4,Apr,Wednesday,32.03
ORD1692,2024-04-18,C0692,Dinesh Raj,Female,27,Salem,South,Vegetables,Tomato 1Kg,2,428,10,770.4,575.94,194.46,UPI,1,770.4,False,False,False,False,2024,4,Apr,Thursday,25.24
